animal_id,lat,long,timestamp
14118,2.972,15.457,2003-02-08 00:00:00.000
14118,2.963,15.396,2003-02-09 00:00:00.000
14118,2.965,15.46,2003-02-09 00:00:00.000
14118,2.97,15.379,2003-02-10 00:00:00.000
14118,2.973,15.444,2003-02-11 00:00:00.000
14118,2.991,15.431,2003-02-13 00:00:00.000
14118,2.99,15.415,2003-02-13 00:00:00.000
14118,3.005,15.402,2003-02-14 00:00:00.000
14118,3.002,15.418,2003-02-14 00:00:00.000
14118,3.01,15.446,2003-02-15 00:00:00.000
14118,3.002,15.416,2003-02-15 00:00:00.000
14118,3.001,15.426,2003-02-16 00:00:00.000
14118,3.007,15.422,2003-02-16 00:00:00.000
14118,3.003,15.422,2003-02-17 00:00:00.000
14118,3.01,15.379,2003-02-17 00:00:00.000
14118,3.002,15.414,2003-02-17 00:00:00.000
14118,3.012,15.429,2003-02-18 00:00:00.000
14118,2.999,15.431,2003-02-18 00:00:00.000
14118,2.981,15.386,2003-02-18 00:00:00.000
14118,3.05,15.438,2003-02-21 00:00:00.000
14118,3.05,15.415,2003-02-22 00:00:00.000
14118,3.044,15.412,2003-02-22 00:00:00.000
14118,3.05,15.373,2003-02-23 00:00:00.000
14118,3.05,15.373,2003-02-23 00:00:00.000
14118,3.032,15.391,2003-02-23 00:00:00.000
14118,3.032,15.391,2003-02-23 00:00:00.000
14118,3.052,15.441,2003-02-24 00:00:00.000
14118,3.052,15.441,2003-02-24 00:00:00.000
14118,3.052,15.441,2003-02-24 00:00:00.000
14118,3.02,15.418,2003-02-26 00:00:00.000
14118,3.019,15.425,2003-02-26 00:00:00.000
14118,3.029,15.43,2003-02-26 00:00:00.000
14118,3.026,15.399,2003-02-27 00:00:00.000
14118,3.015,15.418,2003-02-27 00:00:00.000
14118,3.016,15.388,2003-03-01 00:00:00.000
14118,3.019,15.388,2003-03-03 00:00:00.000
14118,3.018,15.384,2003-03-03 00:00:00.000
14118,3.016,15.388,2003-03-03 00:00:00.000
14118,3.018,15.397,2003-03-03 00:00:00.000
14118,2.999,15.457,2003-03-04 00:00:00.000
14118,3.0,15.365,2003-03-04 00:00:00.000
14118,3.016,15.367,2003-03-05 00:00:00.000
14118,3.043,15.409,2003-03-05 00:00:00.000
14118,3.025,15.398,2003-03-06 00:00:00.000
14118,3.024,15.398,2003-03-06 00:00:00.000
14118,3.027,15.393,2003-03-07 00:00:00.000
14118,2.986,15.378,2003-03-07 00:00:00.000
14118,3.067,15.362,2003-03-08 00:00:00.000
14118,3.054,15.387,2003-03-09 00:00:00.000
14118,3.023,15.403,2003-03-10 00:00:00.000
14118,3.041,15.337,2003-03-11 00:00:00.000
14118,3.015,15.373,2003-03-12 00:00:00.000
14118,3.008,15.401,2003-03-12 00:00:00.000
14118,2.998,15.431,2003-03-12 00:00:00.000
14118,3.008,15.468,2003-03-13 00:00:00.000
14118,2.985,15.467,2003-03-14 00:00:00.000
14118,2.942,15.453,2003-03-15 00:00:00.000
14118,2.976,15.463,2003-03-15 00:00:00.000
14118,2.971,15.468,2003-03-15 00:00:00.000
14118,2.953,15.46,2003-03-16 00:00:00.000
14118,2.951,15.461,2003-03-16 00:00:00.000
14118,2.954,15.465,2003-03-16 00:00:00.000
14118,2.966,15.51,2003-03-17 00:00:00.000
